implementation_id,control_family_id,legacy_ids,intervention,layer,instrument_class,operative_instrument_legal_basis,implementer,jurisdiction,legal_force,legal_status,legal_scope_correction,operational_maturity,mechanism_targeted,causal_chain_point,agency_domain,primary_evidence_basis,mechanism_evidence_tier,intervention_effect_evidence,claim_class,expected_effect,main_failure_evasion,rights_trade_offs,metric,decision_tier,decision_rationale,horizon_date,part_1_linkage,part_2_linkage,last_reviewed,notes,family_name,mechanism_ids,context_entity_ids,research_gap_ids,claim_ids,effect_claim_ids,legal_claim_ids,mechanism_claim_ids,source_ids,policy_package_ids,effect_claim_checked,legal_claim_checked,mechanism_claim_checked,effect_claim_reviewed,priority_effect_review_outcomes,priority_effect_publication_actions,publication_claim_class,publication_status
I-098,CF-098,P4-098,Publish a mandatory public-sector algorithm and AI register,Institutional / structural,Technical standard / product control,Algorithmic Transparency Recording Standard,UK central government departments and arm's-length bodies,United Kingdom,Binding — limited scope,Partial / verify,Operational mandatory policy for in-scope bodies,Partial / uneven,"Require departments to disclose where, why and how algorithmic tools affect public decisions, with risks, data, responsibility and contacts.",Administrative AI → public body and vendor → hidden decision support → citizen → invisible influence on public treatment → agency shifts from accountable officials → vendor-administration nexus concentrates → legitimacy falls.,Decisional; Executive; Collective / institutional,Legal / operational precedent,None,None — legal existence only,Established — legal status,Makes institutional AI dependence visible and assigns responsibility.,"Incomplete inventories, stale entries, vague descriptions and no automatic consequence for high risk.","Necessity, proportionality, privacy, speech, competition, and access require context-specific review.",Inventory completeness; update latency; disclosure quality; public use; undisclosed systems discovered.,Implement now,"Decision follows legal maturity, causal plausibility, reversibility and current evidence—not a composite score.",0–6 months,No direct link,Contextual capability link,2026-08-11,"Registers should disclose vendor concentration, switching readiness, human capability loss and assistant-mediated policy influence.","Public-sector AI registers, impact assessment and procurement",M-14; M-15; M-16,S-01,G-11,CLM-0263; CLM-0264; CLM-0265,CLM-0265,CLM-0263,CLM-0264,SRC-063,P11,false,false,false,false,,,Provisional — legal status not claim-checked,research_preview
I-099,CF-098,P4-099,"Mandate algorithmic impact assessment, explanation, peer review and recourse in government",Institutional / structural,Governance / assurance,Canada Directive on Automated Decision-Making and AIA,Canadian federal departments and Treasury Board,Canada,Binding,Partial / verify,Operational government directive,Partial / uneven,"Scale requirements according to a mandatory impact score, including notice, explanation, testing, peer review, human intervention and contingency planning.",Automated decision system → department and supplier → administrative assessment → person → entitlement or opportunity changes → decision agency shifts to system → bureaucratic authority becomes opaque → procedural legitimacy declines.,Decisional,Legal / operational precedent,None,None — legal existence only,Established — legal status,Combines ex-ante classification with concrete safeguards and recourse.,"Self-scoring, scope exclusions, checklist compliance and inability to evaluate foundation-model behavior.","Necessity, proportionality, privacy, speech, competition, and access require context-specific review.",AIA completeness; peer-review coverage; overrides; appeals; reversals; incidents by impact level.,Implement now,"Decision follows legal maturity, causal plausibility, reversibility and current evidence—not a composite score.",0–6 months,No direct link,No direct link,2026-08-11,"The impact model should add agency transfer, adaptive personalization and institutional dependence.","Public-sector AI registers, impact assessment and procurement",M-14; M-16,S-01,G-11,CLM-0266; CLM-0267; CLM-0268,CLM-0268,CLM-0266,CLM-0267,SRC-064,P11,false,false,false,false,,,Provisional — legal status not claim-checked,research_preview
I-100,CF-098,P4-100,Use AI-specific model clauses in public procurement,Institutional / structural,Procurement,EU model contractual clauses for AI procurement,Public buyers,EU; adaptable elsewhere,Voluntary / private,Operational voluntary,Published operational template,Operational,"Contract for documentation, risk management, data governance, monitoring, audit access, incident handling and compliance across high- and non-high-risk AI.","External AI procurement → supplier → contractual control of model, data and updates → public body → operational dependence → institutional agency shifts to supplier → vendor power concentrates → accountability and continuity weaken.",Relational; Collective / institutional,Normative proposal,None,Indirect / mixed,Plausible hypothesis,Translates abstract AI duties into enforceable buyer-supplier obligations.,Clauses exclude major commercial issues and require customization; powerful suppliers may resist audit or exit terms.,"Necessity, proportionality, privacy, speech, competition, and access require context-specific review.",Adoption; audit rights exercised; incident compliance; exit tests; supplier exceptions accepted.,Implement now,"Decision follows legal maturity, causal plausibility, reversibility and current evidence—not a composite score.",0–6 months,No direct link,Contextual capability link,2026-08-11,"Add mandatory portability, non-influence, model-change notice, multi-vendor continuity and institutional-autonomy clauses.","Public-sector AI registers, impact assessment and procurement",M-05; M-12; M-14; M-15; M-16,S-01,G-11,CLM-0269; CLM-0270; CLM-0271,CLM-0271,CLM-0269,CLM-0270,SRC-065,P11,false,false,false,false,,,Plausible hypothesis,research_preview
I-101,CF-035,P4-101,"Use human-rights, democracy and rule-of-law impact assessment across the AI lifecycle",Cross-layer,Governance / assurance,Council of Europe HUDERIA methodology,"Governments, deployers, auditors and regulators",International,Voluntary / private,Operational voluntary,Adopted methodology,Operational,"Combine context analysis, stakeholder engagement, risk-and-impact assessment and a mitigation plan.",AI deployment → controller → socio-technical use → affected stakeholders → rights or democratic effects → possible agency transfer identified ex ante → mitigation limits concentrated control → legitimacy improves.,Collective / institutional,Normative proposal,None,Indirect / mixed,Plausible hypothesis,Broadens assessment beyond technical model risk to context and democratic institutions.,"Voluntary adoption, methodological discretion, resource burden and weak longitudinal measures.","Necessity, proportionality, privacy, speech, competition, and access require context-specific review.",Assessments completed; stakeholder coverage; mitigation closure; systems modified or rejected; follow-up frequency.,Implement now,"Decision follows legal maturity, causal plausibility, reversibility and current evidence—not a composite score.",0–6 months,No direct link,Contextual capability link,2026-08-11,Agency transfer supplies the missing causal construct connecting individual autonomy to concentration and democratic harm.,"Rights, democracy and agency impact assessment",M-04; M-09; M-12; M-14; M-15,S-01,G-01; G-11; G-12; G-14,CLM-0272; CLM-0273; CLM-0274,CLM-0274,CLM-0272,CLM-0273,SRC-066,G0,false,false,false,false,,,Plausible hypothesis,research_preview
I-102,CF-102,P4-102,Build an in-house public technical inspection authority,Institutional / structural,Public infrastructure / capacity,Specialized regulator laboratory,European Centre for Algorithmic Transparency,EU,Proposed,Proposed / pending,"Operational inspection bodies such as ECAT are precedents; building equivalent in-house authority is an institutional proposal, not a binding duty.",Design-ready,"Give a public interdisciplinary body the expertise to inspect algorithms, test systems, support data access and measure systemic effects.",Technical complexity → platform → expertise asymmetry → regulator → weak scrutiny → oversight agency shifts to regulated firm → private epistemic power concentrates → enforcement fails.,Epistemic; Collective / institutional,Legal / operational precedent,None,Indirect / mixed,Strong inference,Reduces regulator dependence on provider explanations and consultants.,"Capacity gap versus industry, mandate limited to DSA scope and research not translating into enforcement.","Necessity, proportionality, privacy, speech, competition, and access require context-specific review.",Staff and compute; inspections; reproducible tests; enforcement support; time from signal to finding.,Implement now,"Decision follows legal maturity, causal plausibility, reversibility and current evidence—not a composite score.",0–6 months,No direct link,No direct link,2026-08-11,"Equivalent inspection capability is needed for assistants, agent ecosystems and public-sector AI.",Build an in-house public technical inspection authority,M-13; M-14; M-15; M-16,S-01,G-11,CLM-0275; CLM-0276,CLM-0276,,CLM-0275,SRC-067,P11,false,false,false,false,,,Strong inference,research_preview
I-103,CF-038,P4-103,"Monitor AI markets against access, diversity, choice, flexibility, fair dealing, transparency and accountability",Institutional / structural,Enforcement,"Competition monitoring, investigations and digital-market powers",Competition authorities,UK with joint EU-US relevance,Binding,Partial / verify,Adopted policy framework and continuing market monitoring,Partial / uneven,"Use a competition-policy framework to detect input bottlenecks, vertical integration, partnerships, lock-in and exclusionary conduct.","Compute, data and model advantages → incumbent firms → control of key inputs and distribution → developers and users → reduced choice and switching → agency shifts to incumbents → stack power concentrates → innovation and democratic pluralism decline.",Decisional; Collective / institutional,Legal / operational precedent,None,None — legal existence only,Established — legal status,Moves concentration analysis across the AI value chain rather than treating models as an isolated market.,"Fast market change, unclear market definitions and innovation claims delaying intervention.","Necessity, proportionality, privacy, speech, competition, and access require context-specific review.",Input concentration; switching and multihoming; exclusivity; default shares; entry and exit; quality-adjusted prices.,Monitor / shape,"Decision follows legal maturity, causal plausibility, reversibility and current evidence—not a composite score.",0–6 months,No direct link,Contextual capability link,2026-08-11,"Competition analysis should measure control over decisions, attention and institutional workflows, not only price and output.",AI market concentration and structural oversight,M-09; M-10; M-14; M-15; M-16,S-01,G-16,CLM-0277; CLM-0278; CLM-0279,CLM-0279,CLM-0277,CLM-0278,SRC-068,P12,false,false,false,false,,,Provisional — legal status not claim-checked,research_preview
I-104,CF-038,P4-104,"Scrutinize frontier-lab partnerships, cloud ties and AI pre-installation agreements",Platform / distribution,Enforcement,"Merger review, antitrust requests for information and behavioral or structural remedies",European Commission DG Competition and national authorities,EU; cross-border,Binding,Partial / verify,Ongoing enforcement and monitoring,Partial / uneven,"Use merger control and antitrust investigation to examine investments, exclusivity, cloud dependence and device pre-installation.","Capital and cloud partnership → large digital firm → privileged compute, distribution and defaults → AI developer and users → dependence and foreclosure → agency shifts to integrated ecosystem → cross-stack power concentrates → contestability falls.",Relational,Legal / operational precedent,None,None — legal existence only,Established — legal status,Targets control routes that ordinary model-market shares conceal.,Non-controlling investments and informal dependencies can evade merger thresholds.,"Necessity, proportionality, privacy, speech, competition, and access require context-specific review.",Exclusive capacity; cloud spend concentration; governance rights; pre-installation share; remedies and entry effects.,Monitor / shape,"Decision follows legal maturity, causal plausibility, reversibility and current evidence—not a composite score.",6–18 months,No direct link,Contextual capability link,2026-08-11,Review should treat privileged access to users' decision environments as a concentration-relevant asset.,AI market concentration and structural oversight,M-05; M-09; M-15; M-16,S-01,,CLM-0280; CLM-0281; CLM-0282,CLM-0282,CLM-0280,CLM-0281,SRC-023,P12,false,false,false,false,,,Provisional — legal status not claim-checked,research_preview
I-105,CF-044,P4-105,"Create an EU Digital Fairness Act covering dark patterns, addictive design and unfair personalization",Platform / distribution,Law / regulation,Planned EU legislation,"European Commission, co-legislators and consumer authorities",EU/EEA,Proposed,Proposed / pending,Legislative proposal planned for Q4 2026; not law as of 2026-08-11,Design-ready,"Close gaps in consumer law through clearer rules and centralized enforcement against exploitative digital practices, especially affecting minors.","Behavioral optimization → digital service → addictive or unfair personalized design → consumer → attention, spending or preference change → agency shifts to service → behavioral power concentrates → autonomy and welfare decline.",Attentional; Evaluative,Normative proposal,E1,Indirect / mixed,Plausible hypothesis,Could regulate manipulative optimization below the AI Act's significant-harm threshold.,"Overlap, lobbying, one-size-fits-all rules and failure to recognize conversational manipulation.","Necessity, proportionality, privacy, speech, competition, and access require context-specific review.",Final scope; enforcement powers; harmful-design prevalence; consumer switching and complaint outcomes.,Prepare,"Decision follows legal maturity, causal plausibility, reversibility and current evidence—not a composite score.",6–18 months,No direct link,No direct link,2026-08-11,"Treat assistant, companion and unfair-personalisation coverage as a policy option until the proposal text is published.",Dark patterns and unfair personalization,M-03; M-09; M-15; M-16,S-01,G-07; G-10; G-14,CLM-0283; CLM-0284,CLM-0284,,CLM-0283,SRC-069,,false,false,false,false,,,Plausible hypothesis,research_preview
I-106,CF-038,P4-106,Apply DMA coverage and designation analysis to qualifying AI assistants,Cross-layer,Enforcement,DMA designation or market investigation,European Commission,EU/EEA,Binding — limited scope,Partial / verify,Virtual assistants are a CPS category; standalone AI services remain under designation assessment,Partial / uneven,"Virtual assistants are already a DMA core-platform-service category; determine whether an AI service is integrated into a designated service or requires a designation decision, which would carry binding duties.",General agent capability → assistant provider → default interface to information and action → users and businesses → dependence on one intermediary → agency shifts to assistant gatekeeper → decision infrastructure concentrates → market and democratic power grow.,Epistemic; Decisional; Executive; Relational; Collective / institutional,Legal / operational precedent,None,None — legal existence only,Established — legal status,Would apply ex-ante duties before assistant markets tip irreversibly.,"Definition disputes, user-threshold lag and rapid product reclassification.","Necessity, proportionality, privacy, speech, competition, and access require context-specific review.",Assistant reach; default share; downstream dependence; designation coverage; switching and interoperability outcomes.,Monitor / shape,"Decision follows legal maturity, causal plausibility, reversibility and current evidence—not a composite score.",6–18 months,No direct link,Contextual capability link,2026-08-11,"A future designation is a binding Commission decision, not voluntary. Reach alone does not establish designation or democratic harm.",AI market concentration and structural oversight,M-05; M-06; M-13; M-14; M-15,S-01,G-10,CLM-0285; CLM-0286; CLM-0287,CLM-0287,CLM-0285,CLM-0286,SRC-070,P12,false,false,false,false,,,Provisional — legal status not claim-checked,research_preview
I-107,CF-074,P4-107,Pilot assistant loyalty and conflict audits before considering a statutory duty,Agent / deployment,Law / regulation,New fiduciary or sectoral statutory duty,"Legislatures, consumer regulators and courts",Novel; adaptable internationally,Proposed,Research proposal,Pilot conflict and loyalty audits before considering a general statutory duty.,Pilot,"Require assistants to prioritize the user's legitimate interests, protect confidences, exercise care and avoid or manage conflicts.",Relational AI → provider → trusted advice and delegated action → user → reliance and preference formation → agency may transfer to assistant → provider gains intimate decision power → autonomy and democratic independence weaken; fiduciary duty redirects control.,Evaluative; Decisional; Relational; Collective / institutional,External empirical,E1,None — mechanism or proposal only,Strong inference,Changes the assistant's legal objective from engagement or platform value to user loyalty.,"Ambiguous best interests, paternalism, multiple principals, collective harms and enforcement difficulty.","Necessity, proportionality, privacy, speech, competition, and access require context-specific review.",Conflict incidence; user-benefit outcomes; privacy breaches; steering tests; remedies; autonomy and trust measures.,Pilot,Audit conflicts first; a general loyalty duty is premature and can become paternalistic.,Pilot — 6–18 months,No direct link,Contextual capability link,2026-08-11,Duty must preserve reflective agency rather than permit paternalistic substitution of the provider's values.,"Assistant anti-favoritism, loyalty and pluralism",M-03; M-05; M-06; M-12; M-13,C-06; D-01,G-01; G-04; G-10; G-12; G-14; G-16,CLM-0288; CLM-0289,CLM-0289,,CLM-0288,SRC-071,P10,false,false,false,false,,,Strong inference,research_preview
I-108,CF-074,P4-108,Prohibit undisclosed sponsored steering and separate advice from platform commercial interests,Cross-layer,Enforcement,"Conflict rule, advertising law and fiduciary remedy","Consumer, competition and sector regulators",Novel; compatible with EU and US consumer law,Proposed,Proposed / pending,Policy proposal,Pilot,"Require prominent disclosure, neutral alternatives and, for material conflicts, prohibition of advice optimized for the provider, advertiser or affiliate.","Assistant persuasion → provider or sponsor → hidden commercial ranking → user → altered purchase, belief or action → agency transfers to sponsor → transactional and epistemic power concentrates → autonomy and market fairness decline.",Epistemic; Attentional; Evaluative,External empirical,E1,None — mechanism or proposal only,Strong inference,Prevents the assistant's trusted interface from becoming invisible paid placement.,"Disclosure fatigue, indirect optimization, ecosystem self-preferencing and difficulty proving motive.","Necessity, proportionality, privacy, speech, competition, and access require context-specific review.",Undisclosed steering in audits; ranking changes by commercial relationship; disclosure comprehension; user choice divergence.,Pilot,"Decision follows legal maturity, causal plausibility, reversibility and current evidence—not a composite score.",Pilot — 6–18 months,No direct link,No direct link,2026-08-11,"Disclosure alone is insufficient where trust, personalization and provider power make consent non-meaningful.","Assistant anti-favoritism, loyalty and pluralism",M-13; M-15; M-16,C-06; D-01,G-01; G-04; G-07; G-10; G-12; G-16,CLM-0290; CLM-0291,CLM-0291,,CLM-0290,SRC-071,P10,false,false,false,false,,,Strong inference,research_preview
I-109,CF-003,P4-109,"Require scoped authorization, action ledgers, reversibility and renewal for agentic actions",Agent / deployment,Technical standard / product control,Agent conduct standard and product-safety requirement,"AI regulators, sector regulators and standards bodies",Novel,Proposed,Proposed / pending,Policy proposal grounded in human-oversight and administrative-law precedents,Design-ready,"Bind agents to user-defined mandates; require confirmation for consequential action, immutable logs, easy revocation and rollback where feasible.",Agentic capability → provider and agent → autonomous tool use → user or third party → real-world transaction or communication → action agency shifts to agent → provider controls execution infrastructure → accountability and consent erode.,Decisional; Executive,Project — exploratory,Project-X,Indirect / mixed,Plausible hypothesis,Preserves meaningful delegation without pretending that every action is directly human-controlled.,"Consent fatigue, automation slowdown, irreversible external actions and dark patterns in mandate design.","Necessity, proportionality, privacy, speech, competition, and access require context-specific review.",Unauthorized actions; confirmation comprehension; revocation time; rollback success; mandate violations.,Implement now,"Decision follows legal maturity, causal plausibility, reversibility and current evidence—not a composite score.",6–18 months,Exploratory link,Contextual capability link,2026-08-11,"Existing human-oversight rules do not define durable, machine-readable limits on an agent's authority.","Agent authorization, least privilege and action control",M-06; M-12; M-16,D-01,G-03; G-10; G-12,CLM-0292; CLM-0293,CLM-0293,,CLM-0292,SRC-064,P02; P10,false,false,false,false,,,Plausible hypothesis,research_preview
I-110,CF-039,P4-110,Create a portable assistant-memory capsule with verified deletion at origin,Agent / deployment,Technical standard / product control,Interoperability standard backed by data and competition law,"EU Commission, standards bodies, providers and data authorities",Novel; EU-compatible,Proposed,Proposed / pending,Policy proposal,Pilot,"Standardize export and import of conversations, preferences, user-defined goals, permissions, tool history and legible inferences, plus deletion certification.",Persistent personalized memory → assistant provider → accumulated relational and behavioral context → user → rising switching cost → dependency transfers agency to incumbent → intimate infrastructure concentrates → choice and contestability collapse.,Evaluative; Decisional; Executive; Relational,Normative proposal,E1,None — mechanism or proposal only,Plausible hypothesis,Makes exit functionally realistic before assistant relationships become irreversible lock-in.,"Sensitive-data leakage, malicious imports, incompatible inference schemas and porting harmful dependency.","Necessity, proportionality, privacy, speech, competition, and access require context-specific review.",Migration completeness; switching time; retained functionality; deletion verification; security incidents.,Pilot,"Decision follows legal maturity, causal plausibility, reversibility and current evidence—not a composite score.",Pilot — 6–18 months,No direct link,Contextual capability link,2026-08-11,Portability must cover relational state and permissions while excluding proprietary persuasion models and unsafe secrets.,"Interoperability, portability and exit",M-03; M-04; M-05; M-06; M-13,D-01,G-01; G-04; G-10; G-12,CLM-0294; CLM-0295,CLM-0295,,CLM-0294,,P10,false,false,false,false,,,Plausible hypothesis,research_preview
I-111,CF-035,P4-111,Create an Agency Transfer Impact Assessment,Cross-layer,Governance / assurance,"Mandatory assessment, public summary and periodic reassessment","Frontier labs, platforms, public deployers, auditors and regulators",Novel,Research,Research proposal,Prototype a six-axis Agency Transfer Profile; do not aggregate into a single score.,Pilot,"Assess controller, influence vector, target, changes in belief, attention, trust, behavior or dependency, transfer of agency, concentration and democratic harm before and during deployment.",AI capability → controlling actor → influence vector → target → cognitive or behavioral change → agency transfer → concentration of power → democratic harm → tailored mitigation.,Epistemic; Attentional; Evaluative; Relational; Collective / institutional,Normative proposal,E1,None — mechanism or proposal only,Plausible hypothesis,"Unifies model capability, deployment mechanism, institutional control and democratic consequences.","Measurement ambiguity, double counting, speculative causal chains and compliance formalism.","Necessity, proportionality, privacy, speech, competition, and access require context-specific review.",Six-axis profile reported separately: process integrity; decision displacement; reflective endorsement and contestability; delegation scope; dependence/path dependence; concentration/exposure. No aggregate score.,Pilot,Validate the six dimensions before using the profile in compliance or law.,Pilot — 6–18 months,No direct link,No direct link,2026-08-11,This is the missing connective tissue between Parts 1 to 3 and the policy map. Do not convert the profile into a legal threshold before reliability and validity are established.,"Rights, democracy and agency impact assessment",M-05; M-13; M-14; M-15; M-16,D-01,G-01; G-04; G-10; G-12; G-14; G-15; G-16,CLM-0296; CLM-0297,CLM-0297,,CLM-0296,SRC-066,P10; P14,false,false,false,false,,,Plausible hypothesis,research_preview
I-112,CF-098,P4-112,Adopt an institutional AI independence standard for public procurement,Institutional / structural,Procurement,"Procurement rule, reference architecture and annual resilience test","Central purchasing bodies, audit institutions and digital ministries",Novel; especially EU member states,Proposed,Proposed / pending,Policy proposal grounded in OECD procurement findings,Design-ready,"Require multi-provider architecture, open interfaces, public-data control, model substitution, tested exit plans, internal expertise, change notice and continuity under provider withdrawal.","AI adoption → vendor → proprietary model, cloud and workflow → public institution → operational and cognitive dependence → institutional agency shifts to vendor → state capability concentrates privately → sovereignty, accountability and continuity weaken.",Executive; Relational; Collective / institutional,Normative proposal,None,Indirect / mixed,Plausible hypothesis,Treats dependency itself as a public risk rather than merely a commercial inconvenience.,"Higher cost, weaker short-term performance, illusory multi-vendor setups and scarce public expertise.","Necessity, proportionality, privacy, speech, competition, and access require context-specific review.",Vendor concentration; tested switch time; data and workflow portability; internal skill retention; service continuity.,Implement now,"Decision follows legal maturity, causal plausibility, reversibility and current evidence—not a composite score.",6–18 months,No direct link,Contextual capability link,2026-08-11,"Procurement frameworks rarely measure loss of institutional judgment, agenda setting or policy-formulation capacity.","Public-sector AI registers, impact assessment and procurement",M-05; M-14; M-15; M-16,S-01,G-11,CLM-0298; CLM-0299,CLM-0299,,CLM-0298,SRC-072,P11,false,false,false,false,,,Plausible hypothesis,research_preview
I-113,CF-038,P4-113,Publish an AI concentration and dependency dashboard across the full stack,Institutional / structural,Governance / assurance,Mandatory confidential reporting plus public aggregate indicators,"Competition authorities, AI Office, statistical agencies and public auditors",Novel; international coordination desirable,Proposed,Proposed / pending,Policy proposal,Design-ready,"Track chips, compute, cloud, models, capital ties, distribution, defaults, user reach, delegated decisions, switching costs and public-sector dependencies.","Cross-stack assets → small group of firms → bottleneck and default control → developers, institutions and citizens → constrained alternatives → agency shifts toward incumbents → economic and epistemic power concentrates → democratic vulnerability grows.",Epistemic; Decisional; Relational; Collective / institutional,Normative proposal,None,Indirect / mixed,Plausible hypothesis,Makes hidden dependencies and cross-market leverage visible before conventional market shares show tipping.,"Market-definition disputes, confidential data, double counting and misleading composite indices.","Necessity, proportionality, privacy, speech, competition, and access require context-specific review.",Layer-specific HHI; compute and cloud shares; default assistant share; multihoming; switching time; delegated-decision share; dependency centrality.,Implement now,"Decision follows legal maturity, causal plausibility, reversibility and current evidence—not a composite score.",6–18 months,No direct link,Contextual capability link,2026-08-11,No accepted metric measures concentration of agency or control over decision environments.,AI market concentration and structural oversight,M-05; M-09; M-10; M-13; M-14,S-01,G-10; G-11; G-15,CLM-0300; CLM-0301,CLM-0301,,CLM-0300,SRC-073,P12,false,false,false,false,,,Plausible hypothesis,research_preview
I-114,CF-038,P4-114,Apply presumptions and structural remedies to cross-stack AI consolidation,Institutional / structural,Technical standard / product control,"Merger presumptions, non-discrimination, interoperability and structural separation",Competition authorities and legislatures,"Novel; EU, UK and US relevant",Proposed,Proposed / pending,Policy proposal,Design-ready,"Shift evidentiary burdens for exclusivity, discriminatory defaults, cloud-model tying and acquisitions by vertically integrated gatekeepers; use separation where behavioral remedies fail.","Integrated incumbent → cloud, model, OS or platform control → tying and foreclosure → rivals and users → fewer viable alternatives → agency shifts to integrated firm → durable gatekeeping power concentrates → innovation and democratic pluralism suffer.",Collective / institutional,Normative proposal,None,Indirect / mixed,Plausible hypothesis,Acts before AI infrastructure and assistant distribution become irreversibly integrated.,"False positives, lost efficiencies, regulatory arbitrage and technical separation difficulty.","Necessity, proportionality, privacy, speech, competition, and access require context-specific review.",Entry; rival access quality; exclusivity; default shares; switching; post-remedy innovation and prices.,Monitor / shape,"Decision follows legal maturity, causal plausibility, reversibility and current evidence—not a composite score.",6–18 months,No direct link,Contextual capability link,2026-08-11,Remedy analysis should value pluralism and democratic resilience alongside consumer-price effects.,AI market concentration and structural oversight,M-13; M-14; M-15; M-16,S-01,G-11,CLM-0302; CLM-0303,CLM-0303,,CLM-0302,SRC-068,P12,false,false,false,false,,,Plausible hypothesis,research_preview
I-115,CF-040,P4-115,Create a public-interest AI option and shared public AI infrastructure,Cross-layer,Governance / assurance,"Public investment, independent governance and open infrastructure","Governments, universities, public broadcasters and civil-society consortia",Novel; national or European,Proposed,Proposed / pending,Policy proposal with partial infrastructure precedents,Design-ready,"Fund publicly governed compute, models, data commons and assistants with universal-service, transparency, language and non-commercial mandates.",Frontier resources → public or civic institution → public-interest model and assistant → citizens and public bodies → credible alternative to private gatekeepers → agency remains contestable → power is less concentrated → democratic resilience improves.,Epistemic; Collective / institutional,Normative proposal,None,Indirect / mixed,Plausible hypothesis,Creates real exit and pluralism rather than relying solely on regulating dominant private assistants.,"State capture, political influence, weak performance, procurement capture and unsustainable funding.","Necessity, proportionality, privacy, speech, competition, and access require context-specific review.",Availability; uptake; language coverage; governance independence; model quality; switching; source and viewpoint diversity.,Implement now,"Decision follows legal maturity, causal plausibility, reversibility and current evidence—not a composite score.",6–18 months,No direct link,Contextual capability link,2026-08-11,Governance must prevent public AI from becoming a centralized state persuasion infrastructure.,Public-interest compute and AI infrastructure,M-13; M-14; M-15; M-16,S-01,G-11,CLM-0304; CLM-0305,CLM-0305,,CLM-0304,SRC-074,P12,false,false,false,false,,,Plausible hypothesis,research_preview
I-116,CF-046,P4-116,Fund independent longitudinal audits and give civil society standing,Institutional / structural,Public infrastructure / capacity,"Statutory levy, accredited labs, collective complaints and representative actions","Regulators, courts, universities and accredited civil-society organizations",Novel,Proposed,Proposed / pending,Policy proposal extending DSA and AI Act mechanisms,Pilot,"Create a levy-funded audit pool, secure data access, representative testing and legal standing for qualified public-interest organizations.",Provider evidence monopoly → AI company → hidden personalization and outcomes → public and affected groups → weak detection and redress → oversight agency remains with firm → accountability power concentrates → harm persists.,Relational; Collective / institutional,Normative proposal,None,None — mechanism or proposal only,Plausible hypothesis,Builds durable external capacity rather than episodic platform-funded research.,"Capture of accreditation, privacy risk, activist selection bias and duplicative audits.","Necessity, proportionality, privacy, speech, competition, and access require context-specific review.",Audit coverage; access time; vulnerable-group inclusion; reproduced findings; complaints converted into remedies.,Pilot,"Decision follows legal maturity, causal plausibility, reversibility and current evidence—not a composite score.",Pilot — 6–18 months,No direct link,No direct link,2026-08-11,"Current access does not ensure funding, legal standing or coverage of stand-alone frontier assistants.",Independent evaluation and researcher access,M-04; M-05; M-12; M-14; M-15,C-06,G-04; G-12; G-13,CLM-0306; CLM-0307,CLM-0307,,CLM-0306,SRC-075,P13,false,false,false,false,,,Plausible hypothesis,research_preview
I-117,CF-118,P4-117,Prototype freedom-of-thought safeguards for AI-mediated influence,Institutional / structural,Policy / organizational control,ECHR/ICCPR rights plus OSCE/ODIHR emerging AI policy interpretation,"Legislatures, courts, human-rights institutions and AI regulators",International and domestic,Mixed,Applicable,Binding underlying rights by jurisdiction; AI-specific cognitive-liberty application remains emerging,Research,"Apply binding freedom-of-thought, privacy and expression rights where relevant; separately test the emerging AI-specific interpretation using concealment, consent, power asymmetry, vulnerability and deliberative impairment.","Affective inference and personalized persuasion → state or firm → covert cognitive intervention → person → altered belief or internal deliberation → mental agency transfers to controller → cognitive power concentrates → autonomy, pluralism and democracy suffer.",Epistemic; Evaluative; Collective / institutional,Legal / operational precedent,E1,None — legal existence only,Established — legal status,Protects mental autonomy even where economic loss or acute significant harm cannot be shown.,Overbreadth could chill ordinary persuasion and speech; internal mental effects are difficult to prove.,"Necessity, proportionality, privacy, speech, competition, and access require context-specific review.",Covert-influence findings; consent quality; inference disclosures; user awareness; autonomy and deliberation measures.,Research / hold,"Decision follows legal maturity, causal plausibility, reversibility and current evidence—not a composite score.",Research — 6–30 months,No direct link,No direct link,2026-08-11,Do not code cognitive liberty as an autonomous settled right. Define the boundary between legitimate persuasion and impermissible process interference.,"Freedom of thought, authorization and pluralistic civic AI",M-02; M-05; M-13; M-14; M-15,,G-01; G-04; G-12; G-14; G-15,CLM-0308; CLM-0309; CLM-0310,CLM-0310,CLM-0308,CLM-0309,SRC-081,G0; P14,false,false,false,false,,,Provisional — legal status not claim-checked,research_preview
