claim_id,atomic_claim,claim_type,evidence_origin,endpoint,epistemic_status,directness,claim_status,as_of_date,notes
CLM-0246,"Provide complaints, investigation and remedial routes under the AI Act targets Allow natural and legal persons to complain and empower authorities to inspect documentation, data and source code and order corrective measures. at Opaque AI harm → provider or deployer → inaccessible decision process → affected person → inability to challenge → agency remains with controller → unaccountable power consolidates → rule-of-law harm.; expected agency domain: Epistemic; Decisional.",Mechanism,Legal / operational precedent,Mechanism / agency,Established evidence,Conditional,Active,2026-08-11,Mechanism claim is distinct from evidence that the control works.
CLM-0247,None — legal existence only. Expected effect if the control works: Creates a route from observed harm to public enforcement.,Control effectiveness,Legal / operational precedent,Control effectiveness,Open question,None,Active,2026-08-11,Do not upgrade this claim from Open question because a legal duty or risk mechanism exists.
CLM-0248,"As of 2026-08-11, Mandate independent annual audits of very large platforms is coded Binding / Applicable. Scope: Existing law in application",Legal status / scope,Legal / operational precedent,Legal existence,Established evidence,Direct,Active,2026-08-11,Legal status never implies control effectiveness.
CLM-0249,"Mandate independent annual audits of very large platforms targets Require independent audits of DSA obligations, including systemic-risk assessment and mitigation. at Platform-scale algorithms → platform → ranking and moderation → population → systemic exposure changes → public agenda agency shifts to platform → power concentrates → democratic risk grows; audit introduces external scrutiny.; expected agency domain: Attentional; Relational; Collective / institutional.",Mechanism,Legal / operational precedent,Mechanism / agency,Established evidence,Conditional,Active,2026-08-11,Mechanism claim is distinct from evidence that the control works.
CLM-0250,None — legal existence only. Expected effect if the control works: Institutionalizes recurring external review of platform risk controls.,Control effectiveness,Legal / operational precedent,Control effectiveness,Open question,None,Active,2026-08-11,Do not upgrade this claim from Open question because a legal duty or risk mechanism exists.
CLM-0251,"As of 2026-08-11, Protect and operationalize insider reporting on platform algorithmic practices is coded Voluntary / private / Operational voluntary. Scope: Operational enforcement channel",Legal status / scope,Legal / operational precedent,Legal existence,Strong inference,Indirect,Active,2026-08-11,Legal status never implies control effectiveness.
CLM-0252,"Protect and operationalize insider reporting on platform algorithmic practices targets Provide an anonymous channel for insiders to report possible DSA violations involving recommender systems, advertising, risk assessment, civic discourse and children. at Internal knowledge → platform → secrecy → regulator and public → hidden manipulation persists → agency remains with platform → control concentrates → systemic harm remains uncorrected.; expected agency domain: Epistemic; Evaluative; Collective / institutional.",Mechanism,Normative proposal,Mechanism / agency,Plausible hypothesis,Conditional,Active,2026-08-11,Mechanism claim is distinct from evidence that the control works.
CLM-0253,Indirect / mixed. Expected effect if the control works: Surfaces conduct that external audits may not detect.,Control effectiveness,Normative proposal,Control effectiveness,Strong inference,Indirect,Active,2026-08-11,Do not upgrade this claim from Strong inference because a legal duty or risk mechanism exists.
CLM-0254,"As of 2026-08-11, Evaluate, mitigate and report systemic risks from frontier general-purpose AI is coded Binding — limited scope / Applicable. Scope: Binding GPAI systemic-risk duties; GPAI Code remains a voluntary compliance route.",Legal status / scope,Legal / operational precedent,Legal existence,Established evidence,Direct,Active,2026-08-11,Legal status never implies control effectiveness.
CLM-0255,"Evaluate, mitigate and report systemic risks from frontier general-purpose AI targets Require providers of GPAI models with systemic risk to assess and mitigate risk, conduct model evaluations, report serious incidents and maintain cybersecurity. at Frontier capability → model provider → downstream general-purpose deployment → large populations and institutions → scalable harmful behavior → agency shifts toward model ecosystem → capability control concentrates → systemic democratic harm becomes possible.; expected agency domain: Executive; Collective / institutional.",Mechanism,Legal / operational precedent,Mechanism / agency,Established evidence,Conditional,Active,2026-08-11,Mechanism claim is distinct from evidence that the control works.
CLM-0256,None — legal existence only. Expected effect if the control works: Creates capability-sensitive obligations for the most advanced models.,Control effectiveness,Legal / operational precedent,Control effectiveness,Open question,None,Active,2026-08-11,Do not upgrade this claim from Open question because a legal duty or risk mechanism exists.
CLM-0257,"As of 2026-08-11, Protect autonomy, democratic processes and free opinion formation throughout the AI lifecycle is coded Binding — phased / Enacted / not yet applicable. Scope: CETS 225 adopted and EU-ratified but not yet in force as of 2026-08-11.",Legal status / scope,Legal / operational precedent,Legal existence,Established evidence,Direct,Active,2026-08-11,Legal status never implies control effectiveness.
CLM-0258,"Protect autonomy, democratic processes and free opinion formation throughout the AI lifecycle targets Require parties to protect dignity, autonomy, democratic processes, transparency, accountability, remedies and lifecycle risk management. at AI system → state or private actor → influence or institutional automation → citizen or institution → impaired opinion formation or participation → agency transfers to controller → power concentrates → self-government is weakened.; expected agency domain: Collective / institutional.",Mechanism,Legal / operational precedent,Mechanism / agency,Established evidence,Conditional,Active,2026-08-11,Mechanism claim is distinct from evidence that the control works.
CLM-0259,"None — legal existence only. Expected effect if the control works: Provides the clearest binding bridge between AI, autonomy, democracy and rule of law.",Control effectiveness,Legal / operational precedent,Control effectiveness,Open question,None,Active,2026-08-11,Do not upgrade this claim from Open question because a legal duty or risk mechanism exists.
CLM-0260,"As of 2026-08-11, Protect media pluralism and regulated media visibility on dominant platforms is coded Binding / Applicable. Scope: Existing law; most provisions apply since 8 August 2025",Legal status / scope,Legal / operational precedent,Legal existence,Strong inference,Indirect,Active,2026-08-11,Legal status never implies control effectiveness.
CLM-0261,"Protect media pluralism and regulated media visibility on dominant platforms targets Create safeguards for recognized media providers against arbitrary platform restrictions and require media-market concentration assessment. at Platform or media concentration → controller → ranking, removal or acquisition → public → narrowed information environment → epistemic agency shifts to concentrated intermediaries → agenda power consolidates → pluralism and legitimacy decline.; expected agency domain: Epistemic; Attentional; Collective / institutional.",Mechanism,Legal / operational precedent,Mechanism / agency,Established evidence,Conditional,Active,2026-08-11,Mechanism claim is distinct from evidence that the control works.
CLM-0262,"None — legal existence only. Expected effect if the control works: Recognizes concentration and platform intermediation as democratic, not merely economic, concerns.",Control effectiveness,Legal / operational precedent,Control effectiveness,Open question,None,Active,2026-08-11,Do not upgrade this claim from Open question because a legal duty or risk mechanism exists.
CLM-0263,"As of 2026-08-11, Publish a mandatory public-sector algorithm and AI register is coded Binding — limited scope / Partial / verify. Scope: Operational mandatory policy for in-scope bodies",Legal status / scope,Legal / operational precedent,Legal existence,Strong inference,Indirect,Active,2026-08-11,Legal status never implies control effectiveness.
CLM-0264,"Publish a mandatory public-sector algorithm and AI register targets Require departments to disclose where, why and how algorithmic tools affect public decisions, with risks, data, responsibility and contacts. at Administrative AI → public body and vendor → hidden decision support → citizen → invisible influence on public treatment → agency shifts from accountable officials → vendor-administration nexus concentrates → legitimacy falls.; expected agency domain: Decisional; Executive; Collective / institutional.",Mechanism,Legal / operational precedent,Mechanism / agency,Established evidence,Conditional,Active,2026-08-11,Mechanism claim is distinct from evidence that the control works.
CLM-0265,None — legal existence only. Expected effect if the control works: Makes institutional AI dependence visible and assigns responsibility.,Control effectiveness,Legal / operational precedent,Control effectiveness,Open question,None,Active,2026-08-11,Do not upgrade this claim from Open question because a legal duty or risk mechanism exists.
CLM-0266,"As of 2026-08-11, Mandate algorithmic impact assessment, explanation, peer review and recourse in government is coded Binding / Partial / verify. Scope: Operational government directive",Legal status / scope,Legal / operational precedent,Legal existence,Strong inference,Indirect,Active,2026-08-11,Legal status never implies control effectiveness.
CLM-0267,"Mandate algorithmic impact assessment, explanation, peer review and recourse in government targets Scale requirements according to a mandatory impact score, including notice, explanation, testing, peer review, human intervention and contingency planning. at Automated decision system → department and supplier → administrative assessment → person → entitlement or opportunity changes → decision agency shifts to system → bureaucratic authority becomes opaque → procedural legitimacy declines.; expected agency domain: Decisional.",Mechanism,Legal / operational precedent,Mechanism / agency,Established evidence,Conditional,Active,2026-08-11,Mechanism claim is distinct from evidence that the control works.
CLM-0268,None — legal existence only. Expected effect if the control works: Combines ex-ante classification with concrete safeguards and recourse.,Control effectiveness,Legal / operational precedent,Control effectiveness,Open question,None,Active,2026-08-11,Do not upgrade this claim from Open question because a legal duty or risk mechanism exists.
CLM-0269,"As of 2026-08-11, Use AI-specific model clauses in public procurement is coded Voluntary / private / Operational voluntary. Scope: Published operational template",Legal status / scope,Legal / operational precedent,Legal existence,Strong inference,Indirect,Active,2026-08-11,Legal status never implies control effectiveness.
CLM-0270,"Use AI-specific model clauses in public procurement targets Contract for documentation, risk management, data governance, monitoring, audit access, incident handling and compliance across high- and non-high-risk AI. at External AI procurement → supplier → contractual control of model, data and updates → public body → operational dependence → institutional agency shifts to supplier → vendor power concentrates → accountability and continuity weaken.; expected agency domain: Relational; Collective / institutional.",Mechanism,Normative proposal,Mechanism / agency,Plausible hypothesis,Conditional,Active,2026-08-11,Mechanism claim is distinct from evidence that the control works.
CLM-0271,Indirect / mixed. Expected effect if the control works: Translates abstract AI duties into enforceable buyer-supplier obligations.,Control effectiveness,Normative proposal,Control effectiveness,Strong inference,Indirect,Active,2026-08-11,Do not upgrade this claim from Strong inference because a legal duty or risk mechanism exists.
CLM-0272,"As of 2026-08-11, Use human-rights, democracy and rule-of-law impact assessment across the AI lifecycle is coded Voluntary / private / Operational voluntary. Scope: Adopted methodology",Legal status / scope,Legal / operational precedent,Legal existence,Strong inference,Indirect,Active,2026-08-11,Legal status never implies control effectiveness.
CLM-0273,"Use human-rights, democracy and rule-of-law impact assessment across the AI lifecycle targets Combine context analysis, stakeholder engagement, risk-and-impact assessment and a mitigation plan. at AI deployment → controller → socio-technical use → affected stakeholders → rights or democratic effects → possible agency transfer identified ex ante → mitigation limits concentrated control → legitimacy improves.; expected agency domain: Collective / institutional.",Mechanism,Normative proposal,Mechanism / agency,Plausible hypothesis,Conditional,Active,2026-08-11,Mechanism claim is distinct from evidence that the control works.
CLM-0274,Indirect / mixed. Expected effect if the control works: Broadens assessment beyond technical model risk to context and democratic institutions.,Control effectiveness,Normative proposal,Control effectiveness,Strong inference,Indirect,Active,2026-08-11,Do not upgrade this claim from Strong inference because a legal duty or risk mechanism exists.
CLM-0275,"Build an in-house public technical inspection authority targets Give a public interdisciplinary body the expertise to inspect algorithms, test systems, support data access and measure systemic effects. at Technical complexity → platform → expertise asymmetry → regulator → weak scrutiny → oversight agency shifts to regulated firm → private epistemic power concentrates → enforcement fails.; expected agency domain: Epistemic; Collective / institutional.",Mechanism,Normative proposal,Mechanism / agency,Plausible hypothesis,Conditional,Active,2026-08-11,Mechanism claim is distinct from evidence that the control works.
CLM-0276,Indirect / mixed. Expected effect if the control works: Reduces regulator dependence on provider explanations and consultants.,Control effectiveness,Normative proposal,Control effectiveness,Strong inference,Indirect,Active,2026-08-11,Do not upgrade this claim from Strong inference because a legal duty or risk mechanism exists.
CLM-0277,"As of 2026-08-11, Monitor AI markets against access, diversity, choice, flexibility, fair dealing, transparency and accountability is coded Binding / Partial / verify. Scope: Adopted policy framework and continuing market monitoring",Legal status / scope,Legal / operational precedent,Legal existence,Strong inference,Indirect,Active,2026-08-11,Legal status never implies control effectiveness.
CLM-0278,"Monitor AI markets against access, diversity, choice, flexibility, fair dealing, transparency and accountability targets Use a competition-policy framework to detect input bottlenecks, vertical integration, partnerships, lock-in and exclusionary conduct. at Compute, data and model advantages → incumbent firms → control of key inputs and distribution → developers and users → reduced choice and switching → agency shifts to incumbents → stack power concentrates → innovation and democratic pluralism decline.; expected agency domain: Decisional; Collective / institutional.",Mechanism,Legal / operational precedent,Mechanism / agency,Established evidence,Conditional,Active,2026-08-11,Mechanism claim is distinct from evidence that the control works.
CLM-0279,None — legal existence only. Expected effect if the control works: Moves concentration analysis across the AI value chain rather than treating models as an isolated market.,Control effectiveness,Legal / operational precedent,Control effectiveness,Open question,None,Active,2026-08-11,Do not upgrade this claim from Open question because a legal duty or risk mechanism exists.
CLM-0280,"As of 2026-08-11, Scrutinize frontier-lab partnerships, cloud ties and AI pre-installation agreements is coded Binding / Partial / verify. Scope: Ongoing enforcement and monitoring",Legal status / scope,Legal / operational precedent,Legal existence,Strong inference,Indirect,Active,2026-08-11,Legal status never implies control effectiveness.
CLM-0281,"Scrutinize frontier-lab partnerships, cloud ties and AI pre-installation agreements targets Use merger control and antitrust investigation to examine investments, exclusivity, cloud dependence and device pre-installation. at Capital and cloud partnership → large digital firm → privileged compute, distribution and defaults → AI developer and users → dependence and foreclosure → agency shifts to integrated ecosystem → cross-stack power concentrates → contestability falls.; expected agency domain: Relational.",Mechanism,Legal / operational precedent,Mechanism / agency,Established evidence,Conditional,Active,2026-08-11,Mechanism claim is distinct from evidence that the control works.
CLM-0282,None — legal existence only. Expected effect if the control works: Targets control routes that ordinary model-market shares conceal.,Control effectiveness,Legal / operational precedent,Control effectiveness,Open question,None,Active,2026-08-11,Do not upgrade this claim from Open question because a legal duty or risk mechanism exists.
CLM-0283,"Create an EU Digital Fairness Act covering dark patterns, addictive design and unfair personalization targets Close gaps in consumer law through clearer rules and centralized enforcement against exploitative digital practices, especially affecting minors. at Behavioral optimization → digital service → addictive or unfair personalized design → consumer → attention, spending or preference change → agency shifts to service → behavioral power concentrates → autonomy and welfare decline.; expected agency domain: Attentional; Evaluative.",Mechanism,Normative proposal,Human immediate outcome,Plausible hypothesis,Conditional,Active,2026-08-11,Mechanism claim is distinct from evidence that the control works.
CLM-0284,Indirect / mixed. Expected effect if the control works: Could regulate manipulative optimization below the AI Act's significant-harm threshold.,Control effectiveness,Normative proposal,Control effectiveness,Strong inference,Indirect,Active,2026-08-11,Do not upgrade this claim from Strong inference because a legal duty or risk mechanism exists.
CLM-0285,"As of 2026-08-11, Apply DMA coverage and designation analysis to qualifying AI assistants is coded Binding — limited scope / Partial / verify. Scope: Virtual assistants are a CPS category; standalone AI services remain under designation assessment",Legal status / scope,Legal / operational precedent,Legal existence,Strong inference,Indirect,Active,2026-08-11,Legal status never implies control effectiveness.
CLM-0286,"Apply DMA coverage and designation analysis to qualifying AI assistants targets Virtual assistants are already a DMA core-platform-service category; determine whether an AI service is integrated into a designated service or requires a designation decision, which would carry binding duties. at General agent capability → assistant provider → default interface to information and action → users and businesses → dependence on one intermediary → agency shifts to assistant gatekeeper → decision infrastructure concentrates → market and democratic power grow.; expected agency domain: Epistemic; Decisional; Executive; Relational; Collective / institutional.",Mechanism,Legal / operational precedent,Mechanism / agency,Established evidence,Conditional,Active,2026-08-11,Mechanism claim is distinct from evidence that the control works.
CLM-0287,None — legal existence only. Expected effect if the control works: Would apply ex-ante duties before assistant markets tip irreversibly.,Control effectiveness,Legal / operational precedent,Control effectiveness,Open question,None,Active,2026-08-11,Do not upgrade this claim from Open question because a legal duty or risk mechanism exists.
CLM-0288,"Pilot assistant loyalty and conflict audits before considering a statutory duty targets Require assistants to prioritize the user's legitimate interests, protect confidences, exercise care and avoid or manage conflicts. at Relational AI → provider → trusted advice and delegated action → user → reliance and preference formation → agency may transfer to assistant → provider gains intimate decision power → autonomy and democratic independence weaken; fiduciary duty redirects control.; expected agency domain: Evaluative; Decisional; Relational; Collective / institutional.",Mechanism,External empirical,Human immediate outcome,Strong inference,Conditional,Active,2026-08-11,Mechanism claim is distinct from evidence that the control works.
CLM-0289,None — mechanism or proposal only. Expected effect if the control works: Changes the assistant's legal objective from engagement or platform value to user loyalty.,Control effectiveness,External empirical,Control effectiveness,Plausible hypothesis,None,Active,2026-08-11,Do not upgrade this claim from Plausible hypothesis because a legal duty or risk mechanism exists.
CLM-0290,"Prohibit undisclosed sponsored steering and separate advice from platform commercial interests targets Require prominent disclosure, neutral alternatives and, for material conflicts, prohibition of advice optimized for the provider, advertiser or affiliate. at Assistant persuasion → provider or sponsor → hidden commercial ranking → user → altered purchase, belief or action → agency transfers to sponsor → transactional and epistemic power concentrates → autonomy and market fairness decline.; expected agency domain: Epistemic; Attentional; Evaluative.",Mechanism,External empirical,Human immediate outcome,Strong inference,Conditional,Active,2026-08-11,Mechanism claim is distinct from evidence that the control works.
CLM-0291,None — mechanism or proposal only. Expected effect if the control works: Prevents the assistant's trusted interface from becoming invisible paid placement.,Control effectiveness,External empirical,Control effectiveness,Plausible hypothesis,None,Active,2026-08-11,Do not upgrade this claim from Plausible hypothesis because a legal duty or risk mechanism exists.
CLM-0292,"Require scoped authorization, action ledgers, reversibility and renewal for agentic actions targets Bind agents to user-defined mandates; require confirmation for consequential action, immutable logs, easy revocation and rollback where feasible. at Agentic capability → provider and agent → autonomous tool use → user or third party → real-world transaction or communication → action agency shifts to agent → provider controls execution infrastructure → accountability and consent erode.; expected agency domain: Decisional; Executive.",Mechanism,Project — exploratory,Mechanism / agency,Plausible hypothesis,Conditional,Active,2026-08-11,Mechanism claim is distinct from evidence that the control works.
CLM-0293,Indirect / mixed. Expected effect if the control works: Preserves meaningful delegation without pretending that every action is directly human-controlled.,Control effectiveness,Project — exploratory,Control effectiveness,Strong inference,Indirect,Active,2026-08-11,Do not upgrade this claim from Strong inference because a legal duty or risk mechanism exists.
CLM-0294,"Create a portable assistant-memory capsule with verified deletion at origin targets Standardize export and import of conversations, preferences, user-defined goals, permissions, tool history and legible inferences, plus deletion certification. at Persistent personalized memory → assistant provider → accumulated relational and behavioral context → user → rising switching cost → dependency transfers agency to incumbent → intimate infrastructure concentrates → choice and contestability collapse.; expected agency domain: Evaluative; Decisional; Executive; Relational.",Mechanism,Normative proposal,Human immediate outcome,Plausible hypothesis,Conditional,Active,2026-08-11,Mechanism claim is distinct from evidence that the control works.
CLM-0295,None — mechanism or proposal only. Expected effect if the control works: Makes exit functionally realistic before assistant relationships become irreversible lock-in.,Control effectiveness,Normative proposal,Control effectiveness,Plausible hypothesis,None,Active,2026-08-11,Do not upgrade this claim from Plausible hypothesis because a legal duty or risk mechanism exists.
CLM-0296,"Create an Agency Transfer Impact Assessment targets Assess controller, influence vector, target, changes in belief, attention, trust, behavior or dependency, transfer of agency, concentration and democratic harm before and during deployment. at AI capability → controlling actor → influence vector → target → cognitive or behavioral change → agency transfer → concentration of power → democratic harm → tailored mitigation.; expected agency domain: Epistemic; Attentional; Evaluative; Relational; Collective / institutional.",Mechanism,Normative proposal,Human immediate outcome,Plausible hypothesis,Conditional,Active,2026-08-11,Mechanism claim is distinct from evidence that the control works.
CLM-0297,"None — mechanism or proposal only. Expected effect if the control works: Unifies model capability, deployment mechanism, institutional control and democratic consequences.",Control effectiveness,Normative proposal,Control effectiveness,Plausible hypothesis,None,Active,2026-08-11,Do not upgrade this claim from Plausible hypothesis because a legal duty or risk mechanism exists.
CLM-0298,"Adopt an institutional AI independence standard for public procurement targets Require multi-provider architecture, open interfaces, public-data control, model substitution, tested exit plans, internal expertise, change notice and continuity under provider withdrawal. at AI adoption → vendor → proprietary model, cloud and workflow → public institution → operational and cognitive dependence → institutional agency shifts to vendor → state capability concentrates privately → sovereignty, accountability and continuity weaken.; expected agency domain: Executive; Relational; Collective / institutional.",Mechanism,Normative proposal,Mechanism / agency,Plausible hypothesis,Conditional,Active,2026-08-11,Mechanism claim is distinct from evidence that the control works.
CLM-0299,Indirect / mixed. Expected effect if the control works: Treats dependency itself as a public risk rather than merely a commercial inconvenience.,Control effectiveness,Normative proposal,Control effectiveness,Strong inference,Indirect,Active,2026-08-11,Do not upgrade this claim from Strong inference because a legal duty or risk mechanism exists.
CLM-0300,"Publish an AI concentration and dependency dashboard across the full stack targets Track chips, compute, cloud, models, capital ties, distribution, defaults, user reach, delegated decisions, switching costs and public-sector dependencies. at Cross-stack assets → small group of firms → bottleneck and default control → developers, institutions and citizens → constrained alternatives → agency shifts toward incumbents → economic and epistemic power concentrates → democratic vulnerability grows.; expected agency domain: Epistemic; Decisional; Relational; Collective / institutional.",Mechanism,Normative proposal,Mechanism / agency,Plausible hypothesis,Conditional,Active,2026-08-11,Mechanism claim is distinct from evidence that the control works.
CLM-0301,Indirect / mixed. Expected effect if the control works: Makes hidden dependencies and cross-market leverage visible before conventional market shares show tipping.,Control effectiveness,Normative proposal,Control effectiveness,Strong inference,Indirect,Active,2026-08-11,Do not upgrade this claim from Strong inference because a legal duty or risk mechanism exists.
CLM-0302,"Apply presumptions and structural remedies to cross-stack AI consolidation targets Shift evidentiary burdens for exclusivity, discriminatory defaults, cloud-model tying and acquisitions by vertically integrated gatekeepers; use separation where behavioral remedies fail. at Integrated incumbent → cloud, model, OS or platform control → tying and foreclosure → rivals and users → fewer viable alternatives → agency shifts to integrated firm → durable gatekeeping power concentrates → innovation and democratic pluralism suffer.; expected agency domain: Collective / institutional.",Mechanism,Normative proposal,Mechanism / agency,Plausible hypothesis,Conditional,Active,2026-08-11,Mechanism claim is distinct from evidence that the control works.
CLM-0303,Indirect / mixed. Expected effect if the control works: Acts before AI infrastructure and assistant distribution become irreversibly integrated.,Control effectiveness,Normative proposal,Control effectiveness,Strong inference,Indirect,Active,2026-08-11,Do not upgrade this claim from Strong inference because a legal duty or risk mechanism exists.
CLM-0304,"Create a public-interest AI option and shared public AI infrastructure targets Fund publicly governed compute, models, data commons and assistants with universal-service, transparency, language and non-commercial mandates. at Frontier resources → public or civic institution → public-interest model and assistant → citizens and public bodies → credible alternative to private gatekeepers → agency remains contestable → power is less concentrated → democratic resilience improves.; expected agency domain: Epistemic; Collective / institutional.",Mechanism,Normative proposal,Mechanism / agency,Plausible hypothesis,Conditional,Active,2026-08-11,Mechanism claim is distinct from evidence that the control works.
CLM-0305,Indirect / mixed. Expected effect if the control works: Creates real exit and pluralism rather than relying solely on regulating dominant private assistants.,Control effectiveness,Normative proposal,Control effectiveness,Strong inference,Indirect,Active,2026-08-11,Do not upgrade this claim from Strong inference because a legal duty or risk mechanism exists.
CLM-0306,"Fund independent longitudinal audits and give civil society standing targets Create a levy-funded audit pool, secure data access, representative testing and legal standing for qualified public-interest organizations. at Provider evidence monopoly → AI company → hidden personalization and outcomes → public and affected groups → weak detection and redress → oversight agency remains with firm → accountability power concentrates → harm persists.; expected agency domain: Relational; Collective / institutional.",Mechanism,Normative proposal,Mechanism / agency,Plausible hypothesis,Conditional,Active,2026-08-11,Mechanism claim is distinct from evidence that the control works.
CLM-0307,None — mechanism or proposal only. Expected effect if the control works: Builds durable external capacity rather than episodic platform-funded research.,Control effectiveness,Normative proposal,Control effectiveness,Plausible hypothesis,None,Active,2026-08-11,Do not upgrade this claim from Plausible hypothesis because a legal duty or risk mechanism exists.
CLM-0308,"As of 2026-08-11, Prototype freedom-of-thought safeguards for AI-mediated influence is coded Mixed / Applicable. Scope: Binding underlying rights by jurisdiction; AI-specific cognitive-liberty application remains emerging",Legal status / scope,Legal / operational precedent,Legal existence,Strong inference,Indirect,Active,2026-08-11,Legal status never implies control effectiveness.
CLM-0309,"Prototype freedom-of-thought safeguards for AI-mediated influence targets Apply binding freedom-of-thought, privacy and expression rights where relevant; separately test the emerging AI-specific interpretation using concealment, consent, power asymmetry, vulnerability and deliberative impairment. at Affective inference and personalized persuasion → state or firm → covert cognitive intervention → person → altered belief or internal deliberation → mental agency transfers to controller → cognitive power concentrates → autonomy, pluralism and democracy suffer.; expected agency domain: Epistemic; Evaluative; Collective / institutional.",Mechanism,Legal / operational precedent,Human immediate outcome,Established evidence,Conditional,Active,2026-08-11,Mechanism claim is distinct from evidence that the control works.
CLM-0310,None — legal existence only. Expected effect if the control works: Protects mental autonomy even where economic loss or acute significant harm cannot be shown.,Control effectiveness,Legal / operational precedent,Control effectiveness,Open question,None,Active,2026-08-11,Do not upgrade this claim from Open question because a legal duty or risk mechanism exists.
CLM-0311,"Research democratic-authorization and sunset procedures for high-reach civic AI targets Subject assistants used in elections, public participation, mass civic information or core government workflows to public deliberation, legislative authorization and periodic renewal. at High-reach civic AI → provider or state → agenda setting and delegated public decisions → electorate or institution → reliance and authority shift → democratic agency transfers to system controller → constitutional power concentrates → self-government weakens.; expected agency domain: Epistemic; Decisional; Executive; Collective / institutional.",Mechanism,Normative proposal,Mechanism / agency,Open question,Conditional,Active,2026-08-11,Mechanism claim is distinct from evidence that the control works.
CLM-0312,None — mechanism or proposal only. Expected effect if the control works: Prevents de facto constitutional infrastructure from emerging through private product decisions alone.,Control effectiveness,Normative proposal,Control effectiveness,Plausible hypothesis,None,Active,2026-08-11,Do not upgrade this claim from Plausible hypothesis because a legal duty or risk mechanism exists.
CLM-0313,"Require pluralistic, user-controllable source and viewpoint architecture in dominant AI answer systems targets Expose source provenance, allow source-set and ranking choices, offer materially different epistemic modes and audit systematic omission or self-preferencing. at Answer-generation capability → assistant provider → synthesis and source selection → citizen → changed knowledge, salience and trust → epistemic agency shifts to assistant → agenda-setting power concentrates → pluralism and democratic deliberation decline.; expected agency domain: Epistemic; Attentional; Decisional; Relational; Collective / institutional.",Mechanism,Normative proposal,Human immediate outcome,Plausible hypothesis,Conditional,Active,2026-08-11,Mechanism claim is distinct from evidence that the control works.
CLM-0314,Indirect / mixed. Expected effect if the control works: Addresses the migration from ranked links to a single synthesized answer.,Control effectiveness,Normative proposal,Control effectiveness,Strong inference,Indirect,Active,2026-08-11,Do not upgrade this claim from Strong inference because a legal duty or risk mechanism exists.
CLM-0315,"Pilot election-period safeguards using evidence tiers, not a benchmark trigger targets Use APE, MASK and red teaming only to trigger human causal evaluation; stronger election-period controls require evidence of problematic process, human effect, material exposure and unresolved residual risk. at Frontier manipulation capability → model provider or campaign → scalable personalized operations → voters → belief, trust or turnout effects → electoral agency shifts to operator → political influence concentrates → election integrity and legitimacy are threatened.; expected agency domain: Epistemic; Evaluative; Decisional; Executive; Relational; Collective / institutional.",Mechanism,Normative proposal,Model behavior / capability,Plausible hypothesis,Conditional,Active,2026-08-11,Mechanism claim is distinct from evidence that the control works.
CLM-0316,None — mechanism or proposal only. Expected effect if the control works: Connects frontier capability evidence to operational mitigation before observed election harm.,Control effectiveness,Normative proposal,Control effectiveness,Plausible hypothesis,None,Active,2026-08-11,Do not upgrade this claim from Plausible hypothesis because a legal duty or risk mechanism exists.
CLM-0317,"As of 2026-08-11, Apply AI Act high-risk controls to systems intended to influence elections or voting behaviour is coded Binding — phased / Enacted / not yet applicable. Scope: Annex III 8(b) is limited to intended electoral/voting influence with direct exposure; main duties apply 2027-12-02.",Legal status / scope,Legal / operational precedent,Legal existence,Established evidence,Direct,Active,2026-08-11,Legal status never implies control effectiveness.
CLM-0318,"Apply AI Act high-risk controls to systems intended to influence elections or voting behaviour targets Classify AI systems whose intended purpose is to influence an election or referendum outcome or voting behaviour as high-risk and apply lifecycle risk, documentation, logging, transparency, oversight, accuracy, robustness and cybersecurity duties when the timetable applies. at Provider or campaign → intended election-influence system → voter or electorate → belief, preference or voting-behaviour change → agency shifts to system controller → electoral influence concentrates.; expected agency domain: Epistemic; Evaluative; Decisional; Collective / institutional.",Mechanism,Legal / operational precedent,Mechanism / agency,Established evidence,Conditional,Active,2026-08-11,Mechanism claim is distinct from evidence that the control works.
CLM-0319,None — legal existence only. Expected effect if the control works: Creates a direct lifecycle-control hook for AI intentionally designed to influence elections or voting behaviour.,Control effectiveness,Legal / operational precedent,Control effectiveness,Open question,None,Active,2026-08-11,Do not upgrade this claim from Open question because a legal duty or risk mechanism exists.
CLM-0320,"As of 2026-08-11, California AB 2655 was enacted but permanently enjoined as applied to the successful plaintiffs; appeal remained pending.",Legal status / scope,Legal / operational precedent,Legal existence,Strong inference,Indirect,Active,2026-08-11,Contested legal status does not establish enforceability against all parties or control effectiveness.
